feature,bin_future,p,N,freq,bin_past,p,N,freq,bin_present,p,N,freq
. sorry,-0.02077502819074889,0.5428060862616186,4511,7,0.0080815171149057185,0.8424791092377397,4511,7,0.0042634282149310995,0.8981821632960875,4511,7
. thank,0.010669694151708008,0.7193064044873061,4511,6,0.0030248436737682683,0.9376538028111411,4511,6,-0.0085394762009865441,0.7832549561955218,4511,6
. thank you,-0.0039897100368714682,0.8990291817767678,4511,5,0.0091075083410525337,0.8129074611731011,4511,5,-0.0016236233210414764,0.9621546249813803,4511,5
. the,-0.029084873287057934,0.3025433518704679,4511,14,0.042927272720339638,0.061054523267928575,4511,14,-0.018176066040397808,0.5318119254252348,4511,14
. then,0.019678175092369202,0.5516685517151902,4511,5,0.0057264796935341958,0.8790966493168656,4511,5,-0.019246473084162895,0.5025724682823055,4511,5
. they,-0.019451340722103406,0.5516685517151902,4511,7,0.0085632287023962167,0.8274474686164551,4511,7,0.0015925863828505137,0.9628706019412305,4511,7
. this,-0.013918660280613606,0.6282595545989561,4511,11,0.0053707391279417625,0.8862526627194884,4511,11,0.0046463272373289564,0.8879302522502774,4511,11
. this is,-0.020480190669577424,0.5512905810652706,4511,8,-0.00030418293035393073,0.9929935962484359,4511,8,0.01366579188367097,0.6433341015521236,4511,8
. we,-0.0030445576503009041,0.9219138224310498,4511,6,0.029630692469542634,0.33633848804907523,4511,6,-0.027557537148644531,0.3271854114052434,4511,6
. what,-0.004084162242475744,0.8960320030145571,4511,6,0.011156450977273039,0.7654159862051895,4511,6,-0.0031047144365689899,0.9215182021923669,4511,6
. why,-0.019537123685402377,0.5516685517151902,4511,6,0.028757940342010693,0.3633315422203883,4511,6,-0.0053840689400900177,0.8741594770649587,4511,6
. you,-0.023184533619957783,0.48304048278575445,4511,15,0.039392352678554191,0.1023866104855567,4511,15,-0.0098482486298648777,0.7440737671665175,4511,15
..,-0.0097469440245494792,0.7442055432774723,4511,272,0.0048789762091422384,0.8978462924498044,4511,272,-0.0049088709926876466,0.885121298462889,4511,272
.. and,-0.0042346538638795925,0.8932659509167479,4511,8,-0.014582551605206735,0.6960118257347899,4511,8,0.008612823472930459,0.7824636481539913,4511,8
.. but,0.012330202676705607,0.6642760624562136,4511,5,0.006550898735256435,0.8675919712869145,4511,5,-0.028662807361459722,0.3118402979928757,4511,5
.. i,-0.013585731905736111,0.6367654968681005,4511,15,0.0093284103303076168,0.8080437674074157,4511,15,0.00834224209042588,0.789610826434062,4511,15
...,0.00070199269711745862,0.9819312871978829,4511,692,0.015870259160019967,0.6658924015117165,4511,692,-0.01674090412764162,0.5663739769227927,4511,692
... !,-0.019979330772728485,0.5516685517151902,4511,12,-0.0069913639404333592,0.8586332988824283,4511,12,0.026614952944130531,0.33664845071408156,4511,12
... ! !,-0.018910631154406905,0.5516685517151902,4511,11,-0.0019942312078330333,0.9664425114331626,4511,11,0.021111663789721707,0.4581726069496649,4511,11
... :),-0.00024140286639484209,0.9930924161918324,4511,5,0.0070825714813732912,0.8563388989761068,4511,5,-0.0031720022312340581,0.9207680469106572,4511,5
... ?,0.017222966681094892,0.553300087936097,4511,6,-0.0019203055855760408,0.9685239911336395,4511,6,-0.010670256173240108,0.7274614881707485,4511,6
... and,-0.027398682610913098,0.34344593240612753,4511,13,0.032332965866210747,0.24632379373018065,4511,13,-0.0004938064442107415,0.9888535370728484,4511,13
... but,0.027420186944385021,0.34344593240612753,4511,9,-0.025074808853577442,0.4850137899754063,4511,9,0.0025388363279404504,0.9410804296934095,4511,9
... how,-0.0059477276198889742,0.849714836924659,4511,5,0.032683539716954542,0.23730894578016953,4511,5,-0.020940239206457916,0.4624602015755673,4511,5
... http://t.co,-0.023605793184325593,0.47023968362276497,4511,8,0.033879084156392188,0.2088526284746775,4511,8,-0.0057395484522671609,0.8635148510794178,4511,8
... http://t.co /,-0.023600416708714361,0.47023968362276497,4511,8,0.033826201314140047,0.2101580395613265,4511,8,-0.0056983846209311797,0.865233895598216,4511,8
... i,0.009193308032035729,0.7582414877756435,4511,30,0.0023890307965075824,0.9577100294469025,4511,30,-0.0067178706197161724,0.8399776599958986,4511,30
... i'm,-0.0021245347071613689,0.948930922298239,4511,7,-0.0081921639605197234,0.8398584439483143,4511,7,0.012172868946076427,0.6819403707748339,4511,7
... im,0.0074055270886050194,0.8090763302471773,4511,6,0.003571645361721134,0.9275267758417398,4511,6,-0.0064394820553956593,0.8482120076890428,4511,6
... it,-0.018710146185143873,0.5516685517151902,4511,8,0.056060427517229228,0.006053426529031508,4511,8,-0.030323058194460437,0.28706488027636284,4511,8
... it's,0.023560229095385927,0.4707772668593626,4511,8,-0.019138476063852192,0.6252258343476071,4511,8,-0.012894859988300754,0.6641194140078954,4511,8
... just,-0.017693966912681245,0.5516685517151902,4511,5,0.033707998806867485,0.21260849063884316,4511,5,-0.011638345932237218,0.6936819992959063,4511,5
... more,-0.01832234996178897,0.5516685517151902,4511,5,-0.019403066648763394,0.6252258343476071,4511,5,0.035871850540251798,0.19429720061824066,4511,5
... my,-0.018851330268544197,0.5516685517151902,4511,6,-0.005057910093469245,0.8923301713540136,4511,6,0.02375448176699425,0.39441225827149096,4511,6
... so,-0.017314650207743736,0.5516685517151902,4511,8,0.025045711785017223,0.4855455323205314,4511,8,-0.0036191084027547039,0.9114591571340941,4511,8
... then,0.027892682443571744,0.33167799861604697,4511,6,0.013819766695575377,0.7162532457713364,4511,6,-0.032762472697405426,0.24527944081765693,4511,6
... we,0.030627127228848441,0.25996179220613513,4511,5,-0.016415914994929493,0.6507728421014992,4511,5,-0.0092078087896515885,0.7627304064029601,4511,5
... you,-0.018431038984152538,0.5516685517151902,4511,5,0.04309920476364288,0.05916012211665126,4511,5,-0.019171219837018232,0.5025724682823055,4511,5
....,-0.011585882907817565,0.6904902489964296,4511,364,-0.045180505216598846,0.04122366124442744,4511,364,0.0519471543462552,0.01664132432846457,4511,364
.... !,-0.00091937854854837945,0.9778000354455899,4511,7,-0.020223656665792282,0.615872245555859,4511,7,0.02180074046166372,0.43890744175073876,4511,7
.... ! !,-0.0015233745647367425,0.9623243871948156,4511,7,-0.019734363397802136,0.6239971299664434,4511,7,0.021810314998501799,0.43890744175073876,4511,7
.... :(,-0.0087824004512087883,0.7700139440017028,4511,5,0.0026391246024939008,0.9517293613824529,4511,5,0.0077850661884496476,0.8084662972508723,4511,5
.... and,-0.017097812263967175,0.5546607574243461,4511,10,-0.0093712670296195628,0.8064156218642835,4511,10,0.026399063363778799,0.33664845071408156,4511,10
.... but,-0.0099640500191977739,0.7382177411401992,4511,8,-0.023922366872546012,0.5232295285685271,4511,8,0.033399838381916937,0.23735425405964872,4511,8
.... i,0.0070346618138340759,0.8194471331159667,4511,21,-0.013903469996563974,0.714753241892417,4511,21,0.011806340875487275,0.6910466459461854,4511,21
.... so,-0.011873985523984769,0.6811619409048913,4511,8,0.0045893772534995611,0.9049336663842366,4511,8,-0.0035870572811849875,0.9116824934228627,4511,8
/,-0.036053004838168964,0.13099920003415244,4511,222,0.011706934602810295,0.7533899984386604,4511,222,0.025570221683217494,0.3502615133468928,4511,222
/ o,-0.021264615027152434,0.5307263686378388,4511,7,-0.022518876863102347,0.5701331907712088,4511,7,0.041632273897227311,0.09948922126535201,4511,7
/ o to,-0.019773713196505938,0.5516685517151902,4511,6,-0.020940036395197363,0.6114771387323741,4511,6,0.038713357505462093,0.14314759049347858,4511,6
0,0.0062121577932937105,0.845885715927989,4511,15,-0.0078970947146410654,0.8424791092377397,4511,15,0.0051990695803372103,0.8789978126621132,4511,15
1,0.030181088164998749,0.2716901468063397,4511,54,0.012560071759701101,0.7345390111863312,4511,54,-0.030095885174473633,0.29011259299308945,4511,54
10,0.024638843299694443,0.4392168407087383,4511,23,0.0121914624793635,0.7408480482618871,4511,23,-0.026971732602925562,0.3323876375161611,4511,23
100,0.026191200137320791,0.38478562401773625,4511,6,-0.010960769879026127,0.7714014136581882,4511,6,-0.0096754977967809588,0.7488611068148375,4511,6
12,0.046081538877121617,0.0298645354420845,4511,12,-0.016413476729106431,0.6507728421014992,4511,12,-0.027737188699837077,0.32610815708336766,4511,12
13,-0.010211719977360851,0.7309179690318438,4511,9,0.046310086433838001,0.03521532909707904,4511,9,-0.036752652713147559,0.17963937333273608,4511,9
14,0.024394174458706949,0.4456217859935446,4511,5,-0.0010776488031441491,0.9811645041369143,4511,5,-0.017097477350496534,0.558144873729396,4511,5
15,-0.017480058841061991,0.5516685517151902,4511,5,0.014289398865617918,0.7032557353207433,4511,5,0.0052784392173474371,0.8766657522154415,4511,5
16,0.023777873914910461,0.46749975866928933,4511,5,-0.00010134490404437214,0.9984764856205434,4511,5,-0.018030598609396188,0.5351705565267082,4511,5
17,0.0084159545281206252,0.782451048756629,4511,6,0.026260927114254456,0.4504064205332383,4511,6,-0.027570159605697135,0.3271854114052434,4511,6
1st,0.02177939842313786,0.5185107828615023,4511,7,-0.012488033858713776,0.7345390111863312,4511,7,-0.0048271675695380697,0.8859091017563657,4511,7
2,0.054659336442276732,0.005603295879569271,4511,102,0.012027980927222284,0.7462720912336989,4511,102,-0.048011147985545788,0.03518834008930744,4511,102
2 weeks,0.0151500855608748,0.5915080633200768,4511,6,-0.017823710207914754,0.6252258343476071,4511,6,0.0055270320118513778,0.8704385167629256,4511,6
20,0.037022425118994257,0.11486724347215511,4511,11,0.0054616706993499773,0.8843040872212229,4511,11,-0.033173981947768681,0.24164012059362308,4511,11
2010,0.019852255586360428,0.5516685517151902,4511,6,-0.0096206232808218484,0.8009990660237102,4511,6,-0.0053515069963093742,0.8749275695133139,4511,6
21,0.0044436307668978339,0.8864176110504222,4511,8,-0.0099997402374088582,0.7939209703053799,4511,8,0.0077217575415578169,0.8103656745713386,4511,8
24,0.0021050797477371944,0.9495097495742317,4511,5,-0.0077932698968219485,0.8424791092377397,4511,5,0.0080995377197800537,0.7979033972043333,4511,5
2day,0.02264044001050879,0.49999639260876577,4511,6,0.0057865957156049393,0.8786581176949487,4511,6,-0.0222455952635425,0.4290526241166342,4511,6
2nd,0.0045323369625796979,0.8847866768333498,4511,7,0.020742361012986803,0.6114771387323741,4511,7,-0.018852356935427764,0.5124360227928977,4511,7
3,0.0089079005678791342,0.7664970166024208,4511,57,0.023842028679542368,0.5232295285685271,4511,57,-0.030568789577276264,0.2830620181559062,4511,57
30,0.0014642807474133535,0.9639125402069851,4511,13,0.05240788319994593,0.012590257927776948,4511,13,-0.043093794622891667,0.07869550471288514,4511,13
4,0.046327990596912984,0.028530067073630212,4511,30,0.011640364749430225,0.7548804032519786,4511,30,-0.044005372779469018,0.06845338776409571,4511,30
4th,0.025252183375038414,0.4168480357374231,4511,7,-0.0016386391163494953,0.97306069701586,4511,7,-0.016652416339276457,0.569991804127084,4511,7
5,0.014800696481207687,0.6008472463497675,4511,32,0.0083543961318849752,0.8323549877704558,4511,32,-0.020989765007755741,0.4618654335273521,4511,32
6,0.023573536160555724,0.4705897546107219,4511,23,0.016832833158947586,0.6431033080291554,4511,23,-0.031028436993808337,0.2745992681685882,4511,23
7,0.0040825105101456403,0.8960320030145571,4511,13,0.020294759492290114,0.615872245555859,4511,13,-0.023598162660276489,0.39825369783335424,4511,13
8,0.048629762963251291,0.018846243601415562,4511,12,-0.024113794084480715,0.5198072288562663,4511,12,-0.015910262297803603,0.584297417456213,4511,12
9,0.014971685286062715,0.5953017361232684,4511,9,0.0039263577135559219,0.9244715718375738,4511,9,-0.012358998140993003,0.6751098041795561,4511,9
:,-0.022443548610430974,0.50260872021343,4511,3148,-0.066477941668597246,0.0005252417226604853,4511,3148,0.078056357739635623,1.2254282142238429e-05,4511,3148
": """,-0.02590407237245464,0.39459152966581235,4511,14,0.0058758257686103346,0.8776127231872609,4511,14,0.009903509540336794,0.7436695210770699,4511,14
: ),-0.011831965513601998,0.6811619409048913,4511,11,0.00046632558900310401,0.9884817955623512,4511,11,0.012462102726757344,0.6741812751249272,4511,11
: a,0.013083035936362911,0.6511027445301247,4511,6,-0.021180945983743055,0.607201126218956,4511,6,-0.0030036819518546617,0.9249597147199636,4511,6
: i,-0.029940371459695483,0.2758361330613203,4511,93,-0.0086869430065182884,0.8241222549922209,4511,93,0.037082046000857315,0.17349585909502038,4511,93
: i don't,-0.017569502329782251,0.5516685517151902,4511,6,-0.01860581341374612,0.6252258343476071,4511,6,0.03439791090962549,0.2176750963708531,4511,6
: i hate,-0.020206635580055681,0.5516685517151902,4511,7,0.0029114759518579117,0.9418008352117887,4511,7,0.011596715691484103,0.6942544986301561,4511,7
: i wish,0.0034701527986161192,0.9124635277529358,4511,5,-0.0051110969988631839,0.8908605482582891,4511,5,0.0045022072373431758,0.8912082529889762,4511,5
: i'm,-0.019485315514309008,0.5516685517151902,4511,12,-0.013416248800149251,0.7261952510859657,4511,12,0.033009042974221484,0.24304313725428892,4511,12
: if,-0.030210359084963889,0.2715285881295271,4511,15,-0.031992272390340248,0.25387540471712366,4511,15,0.037905484085615358,0.15614204012426003,4511,15
: if you,-0.01924296095715498,0.5516685517151902,4511,6,-0.020377978520764554,0.6145145866965895,4511,6,0.033421674036910043,0.23727882796319805,4511,6
: just,-0.00075810937607809908,0.9814438907189714,4511,5,0.038328609651037106,0.12057201943335956,4511,5,-0.030093846264071515,0.29011259299308945,4511,5
: my,-0.021672842765296164,0.5205430179645901,4511,15,-0.016469296816562274,0.6504722664053543,4511,15,0.027739175127463225,0.32610815708336766,4511,15
: o,0.0060826730123577886,0.848542227522557,4511,9,0.00598931963609909,0.8755416629958916,4511,9,-0.0070808558438662664,0.8285457248133978,4511,9
: people,-0.017295653851827325,0.5516685517151902,4511,5,-0.018315812388740537,0.6252258343476071,4511,5,0.013075311769424827,0.6580960894674988,4511,5
: rt,-0.0052039954292259173,0.8695813343065572,4511,5,-0.019678810016868779,0.6252258343476071,4511,5,0.012616610594689607,0.672521882125606,4511,5
: s,-0.0095614488365398653,0.7515227046911837,4511,8,-0.010066278616313753,0.7934089450557984,4511,8,0.01964999815565802,0.49892227581802845,4511,8
: the,-0.016395997787461095,0.5601359435283563,4511,10,0.0097093011079906616,0.8003797128928503,4511,10,-0.00045193895176191546,0.9888535370728484,4511,10
: this,-0.01818111115408973,0.5516685517151902,4511,5,-0.00096527143411238143,0.9811645041369143,4511,5,0.0079298435362467161,0.804197729148114,4511,5
: what,0.013645847106804918,0.6349213893460958,4511,6,-0.0078465801127540948,0.8424791092377397,4511,6,-0.0015104336858542794,0.9656360321036296,4511,6
: when,-0.0099112504957029075,0.7398828817286974,4511,7,-0.021647062804578905,0.5949074833297932,4511,7,-0.00054795227287471619,0.9882287581279035,4511,7
: why,-0.016623141472566452,0.5561919185900509,4511,5,0.0078029812136081247,0.8424791092377397,4511,5,0.010125379739941964,0.7378586516513137,4511,5
: you,-0.01744067059320472,0.5516685517151902,4511,10,-0.005848303487838811,0.8776127231872609,4511,10,-5.092568911174992e-05,0.9985219669514125,4511,10
:'(,0.0033821885227506075,0.913698984725192,4511,9,-0.00068144511356238913,0.9844073003251113,4511,9,-0.017432161439317567,0.5531753255240792,4511,9
:(,-0.0054295184165144526,0.8638009034233516,4511,84,-0.013533938504356019,0.7234457914910895,4511,84,0.026244490152852285,0.33867869049585736,4511,84
:( (,-0.0088189395499064394,0.7691722836863126,4511,5,-0.011770134635321885,0.7525895928188204,4511,5,0.020412805605073161,0.4757450796963065,4511,5
:),0.027470496682288948,0.34344593240612753,4511,216,-0.0069071754081376762,0.8598654423407786,4511,216,-0.014086649413427353,0.6344416354021455,4511,216
:) ),0.00060136980874731438,0.9837149701851096,4511,10,0.013748044656993577,0.7176903320963891,4511,10,-0.0086378704154500933,0.7819855099156588,4511,10
:) ) ),-0.011637959066466501,0.6879689759422866,4511,6,0.019372585334659406,0.6252258343476071,4511,6,-0.0040495343658232827,0.9045980213359486,4511,6
:) <3,-0.0036653119748521466,0.9081335893675758,4511,5,-0.018984515191314347,0.6252258343476071,4511,5,0.02286801597000351,0.4140389424980247,4511,5
:) i,0.041125261989135679,0.06647197500750757,4511,5,-0.0060116992555534618,0.8755416629958916,4511,5,-0.027180892650421524,0.33045305249120505,4511,5
:-(,-0.0094459889871001609,0.7552953266800522,4511,5,-0.011455213744063299,0.7582876646832073,4511,5,0.020002234424312544,0.48515688640554516,4511,5
:-),0.0072954756479902414,0.8119155624531151,4511,25,-0.017160790997139345,0.6337462799449193,4511,25,0.014974820710596736,0.6057282139131046,4511,25
:-d,-0.0030978951461254336,0.9219138224310498,4511,6,-0.0023539064996619609,0.9577100294469025,4511,6,0.0076697620816445584,0.81168542368803,4511,6
